"Time","S1 (cascade/1_2, 1)","S1 (cascade/1_2, 10)","S1 (cascade/1_2, 2)","S1 (cascade/1_2, 3)","S1 (cascade/1_2, 4)","S1 (cascade/1_2, 5)","S1 (cascade/1_2, 6)","S1 (cascade/1_2, 7)","S1 (cascade/1_2, 8)","S1 (cascade/1_2, 9)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0
3.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
4.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
5.0,17.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,7.0,0.0
6.0,16.0,0.0,0.0,9.0,0.0,0.0,20.0,0.0,7.0,0.0
7.0,16.0,0.0,0.0,9.0,10.0,10.0,20.0,0.0,7.0,0.0
8.0,16.0,0.0,0.0,7.0,8.0,10.0,28.0,0.0,6.0,0.0
9.0,14.0,0.0,0.0,6.0,7.0,9.0,26.0,0.0,6.0,0.0
10.0,14.0,0.0,9.0,5.0,7.0,9.0,24.0,0.0,5.0,0.0
11.0,14.0,10.0,8.0,14.0,7.0,9.0,32.0,0.0,5.0,0.0
12.0,14.0,8.0,8.0,13.0,6.0,9.0,27.0,0.0,5.0,10.0
13.0,14.0,8.0,7.0,13.0,5.0,9.0,25.0,0.0,4.0,9.0
14.0,14.0,8.0,7.0,13.0,5.0,9.0,24.0,0.0,4.0,9.0
15.0,12.0,8.0,7.0,13.0,5.0,9.0,23.0,0.0,4.0,9.0
16.0,12.0,7.0,6.0,13.0,4.0,9.0,23.0,0.0,4.0,8.0
17.0,12.0,6.0,6.0,12.0,3.0,8.0,20.0,0.0,4.0,8.0
18.0,12.0,6.0,6.0,11.0,3.0,7.0,20.0,0.0,4.0,8.0
19.0,9.0,5.0,5.0,11.0,3.0,7.0,19.0,0.0,4.0,18.0
20.0,9.0,5.0,5.0,11.0,2.0,6.0,17.0,0.0,3.0,15.0
21.0,8.0,5.0,5.0,11.0,2.0,6.0,15.0,0.0,3.0,15.0
22.0,7.0,5.0,5.0,10.0,2.0,6.0,23.0,0.0,3.0,15.0
23.0,6.0,5.0,5.0,10.0,2.0,6.0,21.0,0.0,3.0,15.0
24.0,15.0,5.0,4.0,8.0,2.0,6.0,20.0,0.0,3.0,14.0
25.0,15.0,4.0,3.0,8.0,2.0,6.0,20.0,0.0,3.0,13.0
26.0,14.0,4.0,3.0,8.0,1.0,5.0,19.0,0.0,3.0,13.0
27.0,12.0,4.0,3.0,7.0,0.0,5.0,18.0,0.0,3.0,13.0
28.0,11.0,4.0,3.0,6.0,0.0,5.0,18.0,0.0,3.0,12.0
29.0,10.0,13.0,3.0,6.0,0.0,5.0,16.0,0.0,3.0,12.0
30.0,9.0,10.0,3.0,6.0,0.0,5.0,16.0,0.0,3.0,12.0
31.0,9.0,9.0,3.0,6.0,0.0,15.0,11.0,0.0,3.0,12.0
32.0,9.0,8.0,3.0,6.0,0.0,15.0,10.0,0.0,3.0,21.0
33.0,9.0,8.0,3.0,5.0,0.0,15.0,20.0,10.0,3.0,17.0
34.0,8.0,7.0,2.0,5.0,0.0,14.0,19.0,10.0,3.0,14.0
35.0,7.0,7.0,2.0,5.0,0.0,12.0,18.0,10.0,3.0,14.0
36.0,7.0,7.0,2.0,15.0,0.0,12.0,17.0,10.0,3.0,13.0
37.0,7.0,6.0,2.0,14.0,0.0,12.0,16.0,10.0,2.0,13.0
38.0,5.0,6.0,2.0,14.0,0.0,12.0,15.0,8.0,2.0,13.0
39.0,5.0,5.0,2.0,14.0,0.0,11.0,12.0,7.0,2.0,12.0
40.0,5.0,5.0,1.0,12.0,0.0,11.0,12.0,7.0,2.0,12.0
41.0,14.0,5.0,0.0,12.0,9.0,10.0,11.0,7.0,2.0,12.0
42.0,13.0,5.0,0.0,11.0,9.0,9.0,11.0,7.0,2.0,22.0
43.0,13.0,4.0,0.0,11.0,9.0,9.0,11.0,17.0,2.0,21.0
44.0,23.0,4.0,0.0,11.0,9.0,9.0,10.0,17.0,2.0,21.0
45.0,23.0,4.0,0.0,10.0,9.0,9.0,10.0,16.0,2.0,21.0
46.0,21.0,4.0,0.0,10.0,8.0,9.0,10.0,15.0,1.0,20.0
47.0,21.0,4.0,0.0,9.0,8.0,7.0,10.0,13.0,1.0,30.0
48.0,19.0,4.0,0.0,7.0,17.0,7.0,10.0,11.0,1.0,26.0
49.0,19.0,4.0,0.0,7.0,16.0,7.0,10.0,10.0,1.0,25.0
50.0,19.0,4.0,0.0,6.0,16.0,5.0,10.0,10.0,1.0,25.0
51.0,18.0,4.0,0.0,6.0,15.0,5.0,9.0,9.0,1.0,23.0
52.0,16.0,3.0,0.0,6.0,15.0,5.0,7.0,9.0,1.0,20.0
53.0,16.0,2.0,0.0,6.0,15.0,5.0,7.0,7.0,1.0,18.0
54.0,16.0,1.0,0.0,6.0,12.0,4.0,7.0,7.0,1.0,18.0
55.0,15.0,1.0,0.0,6.0,12.0,4.0,7.0,7.0,1.0,17.0
56.0,14.0,1.0,0.0,6.0,12.0,4.0,7.0,7.0,1.0,16.0
57.0,14.0,1.0,0.0,6.0,11.0,3.0,7.0,7.0,1.0,16.0
58.0,14.0,1.0,0.0,5.0,20.0,3.0,7.0,7.0,1.0,15.0
59.0,14.0,1.0,0.0,5.0,20.0,3.0,6.0,7.0,1.0,14.0
60.0,13.0,1.0,10.0,5.0,19.0,3.0,6.0,6.0,1.0,14.0
61.0,13.0,1.0,10.0,15.0,17.0,12.0,6.0,6.0,1.0,14.0
62.0,13.0,1.0,9.0,13.0,16.0,12.0,5.0,6.0,1.0,14.0
63.0,11.0,1.0,8.0,13.0,16.0,11.0,5.0,6.0,1.0,14.0
64.0,11.0,1.0,8.0,9.0,15.0,10.0,5.0,6.0,1.0,24.0
65.0,20.0,1.0,7.0,8.0,15.0,10.0,4.0,5.0,1.0,22.0
66.0,18.0,1.0,16.0,8.0,15.0,7.0,4.0,5.0,1.0,21.0
67.0,18.0,1.0,15.0,8.0,15.0,7.0,4.0,5.0,0.0,18.0
68.0,18.0,1.0,13.0,8.0,14.0,7.0,4.0,5.0,0.0,18.0
69.0,17.0,1.0,12.0,8.0,14.0,7.0,3.0,4.0,0.0,18.0
70.0,16.0,10.0,10.0,7.0,13.0,7.0,3.0,13.0,0.0,16.0
71.0,15.0,9.0,9.0,7.0,12.0,7.0,3.0,12.0,0.0,15.0
72.0,14.0,9.0,9.0,7.0,12.0,7.0,3.0,12.0,0.0,14.0
73.0,14.0,8.0,8.0,7.0,11.0,7.0,2.0,12.0,0.0,13.0
74.0,12.0,8.0,8.0,6.0,11.0,17.0,1.0,12.0,0.0,11.0
75.0,11.0,17.0,8.0,5.0,10.0,17.0,0.0,11.0,0.0,10.0
76.0,10.0,15.0,8.0,4.0,10.0,17.0,0.0,11.0,0.0,10.0
77.0,9.0,15.0,7.0,4.0,9.0,16.0,0.0,10.0,0.0,9.0
78.0,17.0,15.0,7.0,4.0,9.0,15.0,0.0,10.0,0.0,7.0
79.0,16.0,14.0,7.0,4.0,8.0,14.0,10.0,10.0,0.0,16.0
80.0,14.0,12.0,7.0,4.0,7.0,13.0,8.0,9.0,0.0,16.0
81.0,13.0,12.0,7.0,4.0,7.0,11.0,7.0,9.0,0.0,15.0
82.0,11.0,12.0,7.0,3.0,6.0,20.0,6.0,9.0,0.0,14.0
83.0,11.0,12.0,7.0,3.0,5.0,19.0,6.0,8.0,0.0,13.0
84.0,11.0,12.0,6.0,2.0,5.0,18.0,15.0,7.0,0.0,13.0
85.0,9.0,12.0,6.0,2.0,5.0,18.0,14.0,4.0,0.0,13.0
86.0,9.0,11.0,6.0,2.0,15.0,18.0,14.0,14.0,0.0,13.0
87.0,9.0,11.0,6.0,2.0,14.0,17.0,13.0,13.0,0.0,13.0
88.0,7.0,10.0,5.0,1.0,14.0,16.0,12.0,13.0,0.0,13.0
89.0,7.0,10.0,5.0,1.0,14.0,15.0,11.0,13.0,0.0,13.0
90.0,5.0,10.0,5.0,1.0,12.0,24.0,11.0,12.0,0.0,13.0
91.0,14.0,10.0,5.0,1.0,11.0,34.0,9.0,11.0,0.0,11.0
92.0,12.0,10.0,5.0,1.0,10.0,32.0,7.0,11.0,0.0,11.0
93.0,10.0,9.0,4.0,1.0,10.0,31.0,7.0,11.0,0.0,11.0
94.0,10.0,9.0,4.0,1.0,10.0,30.0,7.0,11.0,0.0,9.0
95.0,9.0,8.0,4.0,1.0,9.0,29.0,6.0,11.0,0.0,9.0
96.0,9.0,8.0,3.0,1.0,9.0,28.0,6.0,10.0,0.0,9.0
97.0,9.0,7.0,2.0,1.0,9.0,27.0,6.0,10.0,0.0,9.0
98.0,9.0,7.0,2.0,1.0,8.0,36.0,6.0,9.0,0.0,9.0
99.0,8.0,6.0,2.0,1.0,8.0,33.0,5.0,9.0,0.0,9.0
100.0,7.0,6.0,2.0,10.0,8.0,31.0,4.0,9.0,0.0,8.0
101.0,7.0,6.0,2.0,10.0,8.0,30.0,3.0,19.0,0.0,7.0
102.0,7.0,6.0,2.0,10.0,6.0,24.0,3.0,17.0,9.0,7.0
103.0,7.0,5.0,2.0,9.0,6.0,23.0,3.0,14.0,8.0,6.0
104.0,7.0,5.0,2.0,9.0,6.0,23.0,3.0,11.0,8.0,6.0
105.0,7.0,4.0,1.0,9.0,5.0,23.0,2.0,10.0,8.0,6.0
106.0,7.0,4.0,11.0,9.0,5.0,22.0,2.0,10.0,7.0,6.0
107.0,6.0,4.0,10.0,9.0,5.0,21.0,2.0,20.0,6.0,6.0
108.0,6.0,4.0,9.0,8.0,5.0,20.0,2.0,18.0,14.0,6.0
109.0,6.0,4.0,7.0,8.0,5.0,20.0,2.0,17.0,13.0,6.0
110.0,6.0,4.0,7.0,8.0,5.0,19.0,12.0,16.0,13.0,6.0
111.0,6.0,4.0,7.0,5.0,5.0,28.0,11.0,15.0,13.0,6.0
112.0,6.0,4.0,7.0,5.0,5.0,27.0,11.0,15.0,11.0,6.0
113.0,6.0,4.0,7.0,5.0,5.0,27.0,10.0,15.0,10.0,6.0
114.0,15.0,4.0,6.0,4.0,5.0,24.0,8.0,15.0,10.0,5.0
115.0,14.0,3.0,6.0,4.0,5.0,24.0,8.0,14.0,8.0,5.0
116.0,12.0,2.0,15.0,3.0,5.0,24.0,8.0,12.0,8.0,5.0
117.0,12.0,2.0,15.0,3.0,5.0,21.0,8.0,11.0,8.0,4.0
118.0,11.0,2.0,14.0,1.0,5.0,20.0,8.0,11.0,8.0,3.0
119.0,10.0,2.0,14.0,1.0,4.0,18.0,8.0,11.0,8.0,3.0
120.0,9.0,2.0,11.0,1.0,4.0,13.0,7.0,10.0,8.0,3.0
121.0,9.0,2.0,11.0,1.0,3.0,13.0,6.0,9.0,8.0,3.0
122.0,8.0,2.0,11.0,1.0,3.0,12.0,5.0,8.0,7.0,13.0
123.0,7.0,2.0,11.0,1.0,3.0,11.0,5.0,8.0,7.0,12.0
124.0,7.0,2.0,11.0,1.0,3.0,9.0,5.0,8.0,7.0,11.0
125.0,7.0,1.0,9.0,1.0,3.0,8.0,4.0,8.0,7.0,10.0
126.0,7.0,1.0,9.0,1.0,3.0,8.0,4.0,8.0,7.0,20.0
127.0,7.0,1.0,8.0,1.0,3.0,8.0,4.0,8.0,7.0,19.0
128.0,7.0,1.0,7.0,1.0,3.0,7.0,4.0,7.0,7.0,18.0
129.0,6.0,1.0,7.0,1.0,3.0,5.0,4.0,7.0,7.0,18.0
130.0,6.0,1.0,7.0,1.0,3.0,4.0,3.0,7.0,7.0,18.0
131.0,5.0,1.0,6.0,1.0,13.0,4.0,3.0,6.0,6.0,17.0
132.0,13.0,1.0,6.0,0.0,13.0,4.0,3.0,5.0,5.0,15.0
133.0,13.0,1.0,5.0,0.0,13.0,4.0,3.0,5.0,4.0,15.0
134.0,11.0,1.0,5.0,0.0,13.0,4.0,13.0,5.0,14.0,15.0
135.0,11.0,1.0,5.0,0.0,11.0,4.0,12.0,15.0,14.0,14.0
136.0,10.0,1.0,5.0,0.0,11.0,4.0,12.0,15.0,13.0,14.0
137.0,9.0,1.0,5.0,0.0,11.0,4.0,10.0,15.0,13.0,13.0
138.0,8.0,1.0,5.0,0.0,9.0,4.0,10.0,14.0,13.0,11.0
139.0,8.0,1.0,5.0,0.0,9.0,4.0,9.0,14.0,13.0,11.0
140.0,7.0,1.0,5.0,0.0,9.0,4.0,8.0,14.0,32.0,10.0
141.0,7.0,0.0,5.0,0.0,8.0,4.0,8.0,13.0,31.0,10.0
142.0,5.0,0.0,3.0,0.0,7.0,4.0,8.0,11.0,31.0,9.0
143.0,5.0,0.0,2.0,0.0,7.0,4.0,8.0,10.0,30.0,9.0
144.0,5.0,0.0,2.0,0.0,6.0,4.0,8.0,8.0,28.0,9.0
145.0,15.0,10.0,2.0,0.0,6.0,4.0,8.0,7.0,27.0,9.0
146.0,13.0,10.0,2.0,0.0,6.0,4.0,8.0,6.0,25.0,9.0
147.0,12.0,9.0,2.0,0.0,6.0,4.0,7.0,6.0,24.0,9.0
148.0,11.0,9.0,2.0,0.0,6.0,4.0,6.0,6.0,20.0,8.0
149.0,11.0,8.0,2.0,0.0,6.0,3.0,6.0,15.0,20.0,8.0
150.0,11.0,8.0,2.0,0.0,6.0,3.0,5.0,15.0,17.0,8.0
151.0,11.0,8.0,2.0,0.0,5.0,2.0,5.0,14.0,15.0,8.0
152.0,11.0,8.0,2.0,0.0,5.0,2.0,4.0,14.0,12.0,7.0
153.0,11.0,8.0,2.0,0.0,5.0,2.0,4.0,13.0,12.0,7.0
154.0,10.0,8.0,2.0,0.0,5.0,2.0,4.0,12.0,10.0,7.0
155.0,9.0,6.0,1.0,0.0,5.0,2.0,4.0,11.0,10.0,5.0
156.0,8.0,6.0,1.0,0.0,5.0,2.0,4.0,11.0,10.0,5.0
157.0,6.0,6.0,1.0,0.0,5.0,2.0,4.0,11.0,10.0,5.0
158.0,5.0,6.0,1.0,0.0,5.0,2.0,3.0,11.0,9.0,5.0
159.0,4.0,6.0,1.0,0.0,5.0,2.0,2.0,11.0,9.0,4.0
160.0,4.0,5.0,1.0,0.0,5.0,12.0,2.0,10.0,9.0,4.0
161.0,3.0,5.0,1.0,0.0,5.0,11.0,2.0,20.0,7.0,12.0
162.0,13.0,5.0,1.0,0.0,5.0,11.0,2.0,19.0,6.0,12.0
163.0,11.0,5.0,1.0,0.0,5.0,11.0,2.0,27.0,6.0,11.0
164.0,10.0,4.0,1.0,0.0,4.0,10.0,2.0,27.0,6.0,11.0
165.0,10.0,4.0,0.0,0.0,4.0,9.0,2.0,24.0,5.0,11.0
166.0,8.0,3.0,0.0,0.0,4.0,8.0,2.0,22.0,14.0,10.0
167.0,7.0,3.0,0.0,0.0,4.0,8.0,1.0,21.0,23.0,8.0
168.0,7.0,2.0,0.0,0.0,4.0,8.0,0.0,19.0,22.0,8.0
169.0,6.0,2.0,0.0,9.0,3.0,8.0,0.0,18.0,22.0,7.0
170.0,6.0,2.0,0.0,8.0,3.0,7.0,0.0,17.0,20.0,6.0
171.0,6.0,2.0,0.0,7.0,3.0,6.0,0.0,16.0,20.0,5.0
172.0,6.0,2.0,0.0,7.0,3.0,6.0,0.0,15.0,18.0,5.0
173.0,6.0,2.0,0.0,6.0,3.0,6.0,0.0,25.0,15.0,4.0
174.0,6.0,2.0,0.0,6.0,3.0,6.0,0.0,24.0,15.0,4.0
175.0,6.0,2.0,0.0,6.0,3.0,6.0,0.0,23.0,15.0,4.0
176.0,6.0,2.0,0.0,6.0,3.0,5.0,0.0,23.0,15.0,3.0
177.0,5.0,2.0,0.0,6.0,3.0,4.0,0.0,21.0,15.0,3.0
178.0,25.0,2.0,0.0,6.0,3.0,4.0,0.0,21.0,14.0,3.0
179.0,24.0,2.0,0.0,6.0,2.0,4.0,0.0,19.0,13.0,13.0
180.0,24.0,2.0,0.0,5.0,2.0,4.0,0.0,19.0,13.0,13.0
181.0,24.0,2.0,0.0,5.0,2.0,4.0,0.0,17.0,13.0,12.0
182.0,24.0,2.0,0.0,5.0,2.0,14.0,0.0,17.0,13.0,12.0
183.0,21.0,2.0,0.0,5.0,2.0,14.0,0.0,17.0,12.0,12.0
184.0,19.0,2.0,0.0,5.0,2.0,13.0,0.0,15.0,9.0,10.0
185.0,17.0,2.0,0.0,4.0,2.0,12.0,0.0,14.0,9.0,10.0
186.0,15.0,2.0,0.0,4.0,2.0,12.0,0.0,14.0,8.0,8.0
187.0,14.0,2.0,0.0,4.0,2.0,12.0,0.0,14.0,7.0,8.0
188.0,14.0,2.0,0.0,4.0,2.0,10.0,0.0,14.0,7.0,8.0
189.0,14.0,2.0,0.0,4.0,2.0,18.0,0.0,12.0,7.0,8.0
190.0,13.0,2.0,0.0,4.0,2.0,18.0,0.0,12.0,7.0,8.0
191.0,12.0,2.0,0.0,4.0,2.0,15.0,0.0,12.0,7.0,8.0
192.0,10.0,2.0,0.0,4.0,2.0,14.0,0.0,21.0,6.0,8.0
193.0,10.0,2.0,0.0,4.0,2.0,13.0,0.0,20.0,6.0,7.0
194.0,10.0,2.0,0.0,4.0,1.0,13.0,0.0,19.0,6.0,7.0
195.0,8.0,1.0,0.0,4.0,1.0,21.0,0.0,18.0,5.0,6.0
196.0,18.0,0.0,0.0,4.0,1.0,19.0,0.0,17.0,5.0,6.0
197.0,18.0,0.0,0.0,4.0,1.0,17.0,0.0,17.0,5.0,6.0
198.0,18.0,0.0,0.0,4.0,1.0,25.0,0.0,17.0,5.0,5.0
199.0,17.0,0.0,0.0,3.0,1.0,24.0,0.0,16.0,5.0,5.0
200.0,16.0,0.0,10.0,3.0,1.0,23.0,0.0,15.0,5.0,5.0
